Date,type_of_car,Base_Loss_USD,flood_risk_flag,Prob_Cover_Deploy,Depreciation_Timeline_months,Expected_Loss_USD
15/11/2021,SUV,50398,0,0.65,59,42814.09
16/11/2021,Coupe,62423,0,0.28,74,47965.9
17/11/2021,Coupe,72073,0,0.83,61,47504.07
18/11/2021,Hatchback,20576,0,0.73,32,13519.31
19/11/2021,Truck,65011,0,0.58,79,42447.52
20/11/2021,Unknown,37159,1,0.48,50,27761.5
21/11/2021,SUV,48550,1,0.52,32,44143.76
22/11/2021,Error,52043,0,0.89,52,35998.86
23/11/2021,Van,29714,0,0.19,21,20304.75
24/11/2021,Convertible,64615,0,0.62,75,46228.8
25/11/2021,Error,90129,0,0.78,50,63415.06
26/11/2021,Sedan,24969,0,0.45,61,15354.96
27/11/2021,Coupe,60134,0,0.82,41,47401.34
28/11/2021,Van,34910,0,0.87,57,28775.87
29/11/2021,Wagon,36214,0,0.75,38,31983.97
30/11/2021,Truck,54642,0,0.49,36,38006.68
01/12/2021,Coupe,56782,0,0.38,82,42242.49
02/12/2021,Convertible,61561,0,0.79,69,41582.83
03/12/2021,Convertible,74441,0,0.64,71,63030.85
04/12/2021,Wagon,46865,1,0.36,63,31032.36
05/12/2021,SUV,47967,1,0.18,76,41588.11
06/12/2021,Pickup,59403,0,0.08,49,37963.61
07/12/2021,Convertible,61577,0,0.43,15,37267.29
08/12/2021,Crossover,28066,0,0.09,74,18663.58
09/12/2021,Hatchback,26761,0,0.61,67,25054.69
10/12/2021,SUV,42846,1,0.41,44,31625.93
11/12/2021,Sedan,26307,0,0.0,60,14824.57
12/12/2021,Van,46677,1,0.72,73,37136.33
13/12/2021,Wagon,34893,1,0.32,20,27276.49
14/12/2021,Hatchback,17955,0,0.45,74,12576.87
15/12/2021,Crossover,41008,0,0.48,26,31432.37
16/12/2021,SUV,36800,0,0.44,30,29637.97
17/12/2021,Wagon,45128,0,0.57,60,39304.06
18/12/2021,Pickup,53187,0,0.53,69,33895.6
19/12/2021,Convertible,49504,0,0.24,53,32944.91
20/12/2021,SUV,49628,0,0.7,19,34257.36
21/12/2021,Convertible,69194,1,0.88,55,64261.96
22/12/2021,Crossover,32767,0,0.07,37,23080.84
23/12/2021,Sedan,29118,1,0.38,16,22406.4
24/12/2021,Crossover,45345,0,0.34,83,35827.24
25/12/2021,Pickup,76933,0,0.51,70,64093.93
26/12/2021,Sedan,26523,0,0.31,63,14871.52
27/12/2021,Sedan,23928,0,0.57,74,16281.73
28/12/2021,Convertible,59766,0,0.9,70,37243.13
29/12/2021,Van,41042,0,0.34,75,26284.27
30/12/2021,Van,59524,1,0.27,60,41583.1
31/12/2021,Coupe,64072,1,0.82,42,63988.29
01/01/2022,Pickup,37818,1,0.59,73,33161.64
02/01/2022,Crossover,31253,1,0.59,41,26571.66
03/01/2022,SUV,41747,0,0.53,82,32140.06
04/01/2022,Crossover,32424,0,0.74,39,27301.05
05/01/2022,SUV,44251,0,0.38,12,30096.62
06/01/2022,Crossover,40160,1,0.2,62,26702.46
07/01/2022,Convertible,61483,0,0.54,28,45031.78
08/01/2022,Crossover,31903,0,0.11,18,21242.93
09/01/2022,Sedan,28828,1,0.35,76,25108.15
10/01/2022,SUV,40716,0,0.79,45,26198.19
11/01/2022,Coupe,63821,0,0.21,57,39295.07
12/01/2022,Sedan,32431,0,0.29,12,24606.58
13/01/2022,Sedan,26674,0,0.55,77,17201.41
14/01/2022,SUV,38766,0,0.78,77,31477.75
15/01/2022,Hatchback,33708,1,0.54,20,22106.28
16/01/2022,Hatchback,27781,0,0.26,59,15435.48
17/01/2022,Truck,55746,1,0.3,69,38700.42
18/01/2022,Crossover,44628,0,0.19,41,27708.32
19/01/2022,Van,35491,1,0.11,77,29253.78
20/01/2022,Truck,60593,0,0.2,71,35838.33
21/01/2022,Sedan,33056,0,0.71,43,25185.01
22/01/2022,Pickup,87323,0,0.59,28,60196.73
23/01/2022,Convertible,62051,0,0.56,51,44755.98
24/01/2022,Truck,55581,0,0.5,66,42065.92
25/01/2022,Sedan,26441,0,0.84,73,18723.47
26/01/2022,Truck,58799,1,0.86,21,55030.79
27/01/2022,Convertible,67660,0,0.72,69,56056.18
28/01/2022,Coupe,66068,0,0.58,49,55218.92
29/01/2022,Hatchback,25025,0,0.23,71,18260.12
30/01/2022,Coupe,73287,0,0.24,65,43417.27
31/01/2022,Sedan,28417,0,0.0,25,15384.45
01/02/2022,Sedan,27742,0,0.82,44,23765.19
02/02/2022,Crossover,38952,0,0.16,70,28529.21
03/02/2022,Wagon,47860,0,0.52,36,26920.08
04/02/2022,Wagon,47956,0,0.65,65,40084.41
05/02/2022,Van,58586,0,0.62,28,44793.7
06/02/2022,Hatchback,31995,0,0.24,22,20824.35
07/02/2022,SUV,43048,0,0.32,59,24214.31
08/02/2022,Coupe,65312,0,0.64,50,57065.74
09/02/2022,Error,59594,1,0.31,75,43944.67
10/02/2022,Pickup,64806,0,0.19,22,44553.9
11/02/2022,Hatchback,26809,1,0.02,83,16331.27
12/02/2022,Van,48480,1,0.62,38,45042.97
13/02/2022,Hatchback,29529,1,0.53,52,22881.29
14/02/2022,Crossover,41018,0,0.37,36,30561.09
15/02/2022,Van,49403,0,0.38,26,34277.91
16/02/2022,Hatchback,20462,0,0.74,45,13452.07
17/02/2022,SUV,40680,0,0.27,72,25258.41
18/02/2022,Crossover,28312,0,0.64,18,19960.26
19/02/2022,Wagon,39068,0,0.01,49,26553.91
20/02/2022,Van,35176,1,0.39,16,27684.76
21/02/2022,Pickup,49963,0,0.79,70,39048.31
22/02/2022,N/A,41981,0,0.19,29,27418.09
23/02/2022,Crossover,34335,1,0.18,20,28031.46
24/02/2022,Convertible,64508,1,0.24,57,44455.87
25/02/2022,Hatchback,26533,0,0.45,37,20057.23
26/02/2022,Convertible,51184,0,0.14,44,31779.51
27/02/2022,Hatchback,32688,1,0.36,12,26603.69
28/02/2022,Hatchback,31251,0,0.06,36,19791.69
01/03/2022,N/A,28420,0,0.12,26,23676.94
02/03/2022,Coupe,50598,0,0.68,19,34563.43
03/03/2022,Wagon,40944,0,0.15,33,24585.64
04/03/2022,Hatchback,32471,0,0.14,18,22602.9
05/03/2022,SUV,42819,0,0.49,51,34968.43
06/03/2022,SUV,35778,0,0.47,76,25036.05
07/03/2022,Wagon,48747,0,0.43,32,26490.45
08/03/2022,Sedan,25153,0,0.23,31,15858.06
09/03/2022,Van,56217,0,0.62,58,50720.82
10/03/2022,Crossover,31434,0,0.51,79,19992.84
11/03/2022,Sedan,33746,1,0.38,61,23092.43
12/03/2022,Wagon,50178,0,0.41,24,40138.79
13/03/2022,Sedan,27423,1,0.65,13,25781.91
14/03/2022,Crossover,40737,0,0.0,14,27196.81
15/03/2022,Truck,53340,0,0.27,35,42460.66
16/03/2022,Sedan,22619,0,0.33,72,13906.43
17/03/2022,Coupe,67303,0,0.56,58,46134.43
18/03/2022,Convertible,56105,0,0.7,26,45511.14
19/03/2022,Van,50540,0,0.54,28,36718.7
20/03/2022,Crossover,35789,0,0.12,35,25242.43
21/03/2022,Coupe,44868,0,0.34,52,36356.81
22/03/2022,Truck,62186,0,0.14,67,38683.03
23/03/2022,Pickup,86126,0,0.69,21,60951.41
24/03/2022,Truck,59507,0,0.59,30,44651.65
25/03/2022,Van,35339,0,0.52,29,26839.55
26/03/2022,Truck,60329,0,0.58,59,41429.19
27/03/2022,Wagon,34726,1,0.73,49,34334.44
28/03/2022,Crossover,36851,0,0.59,18,26173.21
29/03/2022,Van,47748,0,0.59,41,32287.48
30/03/2022,Convertible,48484,1,0.23,47,35886.41
31/03/2022,Sedan,32688,0,0.1,37,19377.35
01/04/2022,Truck,63757,0,0.54,56,44289.28
02/04/2022,Sedan,24564,1,0.34,23,20634.67
03/04/2022,Truck,66015,0,0.02,39,39001.59
04/04/2022,Truck,50908,0,0.29,14,27771.44
05/04/2022,Pickup,43371,0,0.45,66,30209.8
06/04/2022,Convertible,68774,0,0.56,52,56356.7
07/04/2022,Wagon,35236,0,0.55,48,26342.53
08/04/2022,Pickup,49731,0,0.34,70,36253.19
09/04/2022,Convertible,61726,0,0.78,17,48974.22
10/04/2022,Truck,56680,0,0.53,82,40894.24
11/04/2022,Crossover,37063,1,0.45,51,28971.05
12/04/2022,Coupe,42835,0,0.65,36,29406.78
13/04/2022,Convertible,53032,0,0.67,59,40790.36
14/04/2022,Convertible,69997,0,0.33,37,49309.14
15/04/2022,Coupe,65973,0,0.35,44,51626.93
16/04/2022,Wagon,38826,0,0.63,50,28594.93
17/04/2022,Wagon,44330,0,0.55,24,31443.55
18/04/2022,Error,55211,0,0.28,37,29296.68
19/04/2022,Error,53020,1,0.0,60,36738.99
20/04/2022,Hatchback,16713,0,0.28,27,11225.89
21/04/2022,Wagon,44254,0,0.27,42,31465.47
22/04/2022,Hatchback,33425,0,0.55,22,28197.83
23/04/2022,Truck,63655,0,0.22,57,50504.93
24/04/2022,Van,46371,1,0.23,35,30543.14
25/04/2022,Crossover,31060,0,0.23,78,21673.48
26/04/2022,Convertible,54276,1,0.48,31,43352.5
27/04/2022,Truck,53393,0,0.37,61,35471.55
28/04/2022,Van,44396,0,0.28,43,31826.64
29/04/2022,Wagon,55191,0,0.92,23,41384.3
30/04/2022,Crossover,34465,1,0.67,47,33585.5
01/05/2022,Pickup,62168,1,0.5,64,61467.02
02/05/2022,Hatchback,27219,0,0.28,49,17471.33
03/05/2022,SUV,46487,0,0.23,84,33258.61
04/05/2022,N/A,55203,0,0.26,59,39302.18
05/05/2022,Pickup,48454,0,0.72,51,31392.25
06/05/2022,Convertible,58580,0,0.33,46,41714.32
07/05/2022,Wagon,27869,1,0.06,76,19776.08
08/05/2022,SUV,41291,0,0.14,54,27247.82
09/05/2022,Pickup,63385,0,0.25,23,39309.61
10/05/2022,Convertible,49046,0,0.4,56,34817.59
11/05/2022,Coupe,71840,0,0.28,26,47140.41
12/05/2022,Crossover,40168,1,0.53,62,39082.95
13/05/2022,Wagon,54020,0,0.34,50,30797.67
14/05/2022,Truck,59814,1,0.44,59,42353.99
15/05/2022,???,38443,1,0.72,74,33442.6
16/05/2022,Crossover,39473,0,0.71,67,23933.74
17/05/2022,Sedan,33421,0,0.07,58,22492.43
18/05/2022,Hatchback,18574,0,0.56,74,15228.18
19/05/2022,SUV,33256,0,0.02,27,24273.77
20/05/2022,Convertible,62364,1,0.59,33,58288.41
21/05/2022,Truck,52957,0,0.63,69,46110.13
22/05/2022,SUV,32830,1,0.33,75,29185.99
23/05/2022,SUV,44839,0,0.83,52,39032.42
24/05/2022,Sedan,25450,0,0.39,30,15615.5
25/05/2022,Error,24593,0,0.69,59,19057.79
26/05/2022,Convertible,73525,1,0.06,14,60131.54
27/05/2022,Hatchback,30479,1,0.88,19,29892.63
28/05/2022,N/A,84222,0,0.0,63,58438.27
29/05/2022,SUV,34909,0,0.64,33,25509.5
30/05/2022,Coupe,48569,0,0.37,72,37510.42
31/05/2022,Coupe,65588,0,0.51,28,45498.79
01/06/2022,Sedan,31413,0,0.49,48,20355.54
02/06/2022,???,28213,0,0.28,59,18464.23
03/06/2022,Unknown,38022,0,0.6,70,24915.08
04/06/2022,Wagon,47417,0,0.06,20,37662.68
05/06/2022,MISC_VEHICLE,41557,0,0.49,59,29348.85
06/06/2022,Wagon,29114,0,0.78,69,25957.84
07/06/2022,Wagon,43414,0,0.73,17,31830.3
08/06/2022,Van,46476,0,0.19,19,33861.41
09/06/2022,Sedan,28401,0,0.28,73,18087.54
10/06/2022,Convertible,61773,1,0.69,62,49529.79
11/06/2022,Crossover,30814,0,0.46,22,20983.36
12/06/2022,Wagon,30814,1,0.41,41,25550.73
13/06/2022,Sedan,29404,1,0.0,28,22248.48
14/06/2022,Error,47814,1,0.47,23,35557.8
15/06/2022,Van,44591,1,0.21,23,28290.64
16/06/2022,Truck,51161,0,0.16,72,31516.89
17/06/2022,Unknown,26591,1,0.13,60,22473.56
18/06/2022,Coupe,48662,0,0.55,65,37771.87
19/06/2022,Convertible,59013,0,0.61,25,47275.85
20/06/2022,Hatchback,25826,0,0.28,21,17816.79
21/06/2022,Hatchback,26619,0,0.59,41,16774.12
22/06/2022,Pickup,50930,0,0.84,48,41646.71
23/06/2022,Van,41997,0,0.71,20,31745.77
24/06/2022,Van,38339,0,0.38,44,32197.66
25/06/2022,Coupe,51261,0,0.49,39,32491.07
26/06/2022,Sedan,25355,0,0.15,69,17236.78
27/06/2022,Van,53254,0,0.34,12,37139.48
28/06/2022,Crossover,31939,0,0.38,71,19615.05
29/06/2022,Wagon,48948,1,0.07,73,35832.79
30/06/2022,Truck,52630,0,0.27,72,32888.91
01/07/2022,Convertible,65893,1,0.23,25,42872.05
02/07/2022,Hatchback,26463,0,0.34,37,19425.18
03/07/2022,Unknown,46664,0,0.54,57,37549.85
04/07/2022,Sedan,26814,1,0.71,16,25132.53
05/07/2022,Crossover,36835,1,0.59,34,32224.12
06/07/2022,SUV,37242,0,0.65,20,25331.24
07/07/2022,Convertible,58155,0,0.29,29,30754.55
08/07/2022,SUV,43458,0,0.59,21,32656.93
09/07/2022,Wagon,53970,0,0.45,75,47703.52
10/07/2022,Truck,57194,0,0.39,55,43792.39
11/07/2022,Van,43520,0,0.7,34,31783.21
12/07/2022,Unknown,24740,0,0.61,33,20632.43
13/07/2022,Convertible,64613,0,0.61,77,44155.54
14/07/2022,Convertible,47941,1,0.48,82,41529.33
15/07/2022,Pickup,56812,1,0.52,28,49043.22
16/07/2022,Van,50870,1,0.74,35,47028.1
17/07/2022,SUV,40447,1,0.66,73,29455.87
18/07/2022,Pickup,64240,0,0.66,63,55755.73
19/07/2022,Convertible,54011,0,0.74,27,36357.92
20/07/2022,Convertible,69989,1,0.58,76,63702.83
21/07/2022,SUV,41527,0,0.26,48,31736.39
22/07/2022,Coupe,54348,0,0.55,45,41671.56
23/07/2022,Convertible,55448,0,0.42,39,34399.85
24/07/2022,Pickup,69523,1,0.61,60,57064.94
25/07/2022,Van,32141,0,0.7,84,25150.75
26/07/2022,Sedan,25842,0,0.54,31,19003.91
27/07/2022,Crossover,43954,0,0.2,67,29153.99
28/07/2022,Van,44711,0,0.55,65,32463.41
29/07/2022,Hatchback,20125,0,0.26,75,17564.64
30/07/2022,Pickup,74679,0,0.58,28,48907.26
31/07/2022,Convertible,69074,1,0.3,51,53844.19
01/08/2022,Hatchback,27368,0,0.29,60,17914.53
02/08/2022,Truck,58258,0,0.28,32,37372.7
03/08/2022,Convertible,63647,1,0.45,23,41114.68
04/08/2022,Wagon,35236,0,0.59,20,30089.78
05/08/2022,Crossover,43014,0,0.15,43,31797.18
06/08/2022,Wagon,37929,0,0.77,41,23882.71
07/08/2022,Crossover,47579,0,0.13,23,28753.23
08/08/2022,Coupe,66168,0,0.69,75,57448.22
09/08/2022,Sedan,26360,0,0.41,82,14730.46
10/08/2022,???,56928,0,0.52,75,43565.44
11/08/2022,Pickup,75141,0,0.56,48,54926.88
12/08/2022,Convertible,61286,0,0.18,40,31567.19
13/08/2022,SUV,36021,0,0.69,65,28801.04
14/08/2022,Hatchback,24386,0,0.29,66,17247.33
15/08/2022,Sedan,25766,0,0.07,75,19874.84
16/08/2022,Hatchback,20522,0,0.45,47,15446.42
17/08/2022,Van,49278,0,0.39,35,38550.69
18/08/2022,Truck,51808,0,0.14,23,32318.08
19/08/2022,Truck,52738,0,0.5,78,34135.07
20/08/2022,Crossover,31046,0,0.7,28,24183.87
21/08/2022,Crossover,31046,0,0.36,24,23952.49
22/08/2022,Convertible,56241,0,0.86,79,42715.01
23/08/2022,Pickup,80484,0,0.84,83,69493.88
24/08/2022,Sedan,26271,0,0.2,57,18893.57
25/08/2022,Hatchback,30744,0,0.7,35,24028.15
26/08/2022,Coupe,65173,0,0.02,54,39639.07
27/08/2022,Truck,66627,0,0.42,80,44091.49
28/08/2022,Truck,65738,1,0.37,35,59824.31
29/08/2022,Sedan,27381,0,0.21,40,19141.27
30/08/2022,SUV,49450,0,0.52,76,30395.21
31/08/2022,Van,59058,0,0.63,80,54143.46
01/09/2022,Truck,61593,1,0.64,19,41240.66
02/09/2022,Convertible,47295,1,0.83,66,34772.52
03/09/2022,Sedan,28634,0,0.66,77,19581.16
04/09/2022,Van,53137,0,0.84,32,33344.45
05/09/2022,Truck,59880,0,0.25,27,43100.69
06/09/2022,SUV,41478,0,0.23,80,27981.21
07/09/2022,MISC_VEHICLE,35842,0,0.12,84,19760.11
08/09/2022,Sedan,19994,0,0.1,55,14472.11
09/09/2022,Convertible,64430,0,0.19,29,41253.44
10/09/2022,Hatchback,22040,0,0.38,29,12804.35
11/09/2022,Van,34735,0,0.63,29,25516.11
12/09/2022,Truck,60583,0,0.3,72,42317.92
13/09/2022,Hatchback,35280,1,0.11,56,26470.45
14/09/2022,Crossover,32990,0,0.41,75,24011.91
15/09/2022,Van,53798,0,0.73,45,36667.52
16/09/2022,SUV,42292,1,0.27,80,33806.18
17/09/2022,Hatchback,27771,0,0.38,79,20275.57
18/09/2022,Sedan,30096,0,0.41,44,23123.2
19/09/2022,Convertible,63140,1,0.61,19,53971.63
20/09/2022,Convertible,70662,0,0.35,25,44343.87
21/09/2022,SUV,37484,1,0.6,59,36874.24
22/09/2022,Wagon,49741,0,0.5,29,35525.04
23/09/2022,Hatchback,34000,0,0.55,52,24332.32
24/09/2022,Sedan,27026,0,0.42,42,18618.65
25/09/2022,SUV,39462,0,0.35,79,28021.62
26/09/2022,Pickup,41884,0,0.19,67,28191.01
27/09/2022,Convertible,47777,0,0.33,59,34492.92
28/09/2022,Convertible,67893,0,0.16,30,38054.77
29/09/2022,Crossover,27362,0,0.31,29,20775.18
30/09/2022,Truck,62805,0,0.42,22,50287.69
01/10/2022,Pickup,80761,1,0.73,47,79850.37
02/10/2022,Wagon,47017,0,0.0,42,32370.89
03/10/2022,Van,31103,0,0.75,78,26120.04
04/10/2022,Van,53370,1,0.17,25,37408.71
05/10/2022,Wagon,43129,0,0.34,37,26835.42
06/10/2022,Pickup,53625,1,0.45,23,35633.95
07/10/2022,Wagon,52993,0,0.7,46,38901.82
08/10/2022,Convertible,58688,0,0.74,19,48130.75
09/10/2022,Crossover,42176,1,0.57,44,42113.72
10/10/2022,Convertible,70322,0,0.52,63,49224.23
11/10/2022,Coupe,44894,0,0.48,57,33388.93
12/10/2022,SUV,48610,0,0.24,16,33250.48
13/10/2022,Van,51296,0,0.67,55,33151.17
14/10/2022,Coupe,70957,1,0.31,31,65664.8
15/10/2022,Coupe,60637,0,0.45,39,41271.44
16/10/2022,Van,57783,0,0.32,45,38937.83
17/10/2022,Sedan,24004,0,0.73,32,19915.91
18/10/2022,Convertible,58711,1,0.21,33,47046.49
19/10/2022,Sedan,23307,0,0.63,40,16617.46
20/10/2022,Hatchback,22960,0,0.58,27,17643.26
21/10/2022,Pickup,67823,1,0.07,47,55397.67
22/10/2022,SUV,40762,1,0.04,40,26798.02
23/10/2022,Truck,60864,0,0.44,15,47553.43
24/10/2022,Truck,47503,0,0.3,39,39408.27
25/10/2022,Van,47855,0,0.85,29,41569.24
26/10/2022,Error,64123,0,0.69,74,48684.87
27/10/2022,Sedan,21589,0,0.72,73,18561.89
28/10/2022,Pickup,70963,0,0.45,66,47494.16
29/10/2022,Coupe,66786,0,0.0,25,51262.35
30/10/2022,Convertible,66311,0,0.28,77,46768.15
31/10/2022,Crossover,38700,0,0.52,41,28457.24
01/11/2022,Sedan,23285,1,0.34,34,17460.58
02/11/2022,Pickup,43343,0,0.67,25,30731.09
03/11/2022,Coupe,63438,0,0.36,40,40011.92
04/11/2022,Wagon,34779,1,0.6,21,31613.4
05/11/2022,SUV,45067,0,0.67,44,31985.41
06/11/2022,Pickup,74862,0,0.68,60,60669.09
07/11/2022,Coupe,42952,1,0.33,67,27704.94
08/11/2022,Wagon,30418,0,0.43,38,18869.77
09/11/2022,Pickup,52190,0,0.11,78,35568.09
10/11/2022,Crossover,29752,1,0.13,18,29416.53
11/11/2022,Coupe,57908,0,0.17,32,42580.84
12/11/2022,Wagon,46715,0,0.16,17,30576.77
13/11/2022,SUV,37606,0,0.51,61,25398.59
14/11/2022,Convertible,47435,0,0.14,55,32685.94
15/11/2022,Van,48882,0,0.58,78,32539.22
16/11/2022,Pickup,64071,0,0.17,27,36513.09
17/11/2022,Truck,57564,0,0.49,49,38342.92
18/11/2022,Pickup,85282,1,0.88,77,80388.96
19/11/2022,Wagon,32883,0,0.55,17,23212.12
20/11/2022,SUV,43104,0,0.22,15,26663.94
21/11/2022,Wagon,36798,0,0.8,68,27873.73
22/11/2022,Crossover,34606,0,0.5,48,23926.24
23/11/2022,Crossover,42913,0,0.14,65,29523.59
24/11/2022,Truck,47316,0,0.27,24,30525.16
25/11/2022,SUV,45328,0,0.39,68,30705.42
26/11/2022,Wagon,44179,0,0.28,74,26334.07
27/11/2022,Truck,52790,0,0.53,73,37547.34
28/11/2022,Wagon,49951,0,0.16,64,27568.49
29/11/2022,Sedan,25938,0,0.56,21,19589.95
30/11/2022,Wagon,53979,0,0.38,22,38332.22
01/12/2022,Wagon,33283,1,0.59,20,26361.72
02/12/2022,Sedan,33099,0,0.76,61,28144.66
03/12/2022,Pickup,69659,0,0.0,28,48878.05
04/12/2022,SUV,47945,0,0.74,81,33443.23
05/12/2022,Pickup,57916,0,0.28,47,32105.85
06/12/2022,Convertible,66519,1,0.4,51,55367.32
07/12/2022,Van,43123,0,0.46,20,27366.17
08/12/2022,SUV,43585,1,0.51,24,34506.07
09/12/2022,Sedan,26003,1,0.35,28,22298.86
10/12/2022,Convertible,56151,0,0.38,18,41849.74
11/12/2022,Coupe,78087,0,0.15,72,54500.73
12/12/2022,Convertible,62509,1,0.32,24,40782.13
13/12/2022,Sedan,32547,0,0.57,29,21825.06
14/12/2022,Coupe,79378,0,0.54,65,55819.51
15/12/2022,Sedan,32414,0,0.02,21,17837.32
16/12/2022,SUV,37335,0,0.0,52,21458.23
17/12/2022,Pickup,44451,0,0.65,62,36873.6
18/12/2022,Crossover,30156,0,0.59,83,21337.33
19/12/2022,Pickup,56978,0,0.52,68,37932.64
20/12/2022,Pickup,66641,1,0.3,46,48242.83
21/12/2022,Convertible,50912,0,0.57,47,32286.03
22/12/2022,Truck,66106,1,0.5,24,59465.1
23/12/2022,Truck,60688,0,0.38,79,37160.36
24/12/2022,Unknown,28403,0,0.07,55,16148.56
25/12/2022,Crossover,31581,1,0.13,15,22686.62
26/12/2022,SUV,37943,0,0.74,50,29510.93
27/12/2022,Coupe,54383,0,0.32,76,41204.13
28/12/2022,Wagon,41452,0,0.56,84,24833.75
29/12/2022,Van,48301,0,0.36,56,31737.92
30/12/2022,Coupe,72926,0,0.49,42,47900.84
31/12/2022,SUV,48293,0,0.84,20,39146.98
01/01/2023,Sedan,28796,1,0.56,19,24191.11
02/01/2023,SUV,42233,0,0.66,70,33065.2
03/01/2023,Coupe,53740,0,0.59,78,37737.52
04/01/2023,Pickup,42974,1,0.22,78,35530.96
05/01/2023,Wagon,38876,0,0.47,59,29566.58
06/01/2023,Coupe,63437,0,0.3,45,41730.41
07/01/2023,Crossover,25863,0,0.5,12,22219.84
08/01/2023,Coupe,78918,0,0.3,84,46719.59
09/01/2023,Van,50647,0,0.16,28,29480.41
10/01/2023,Crossover,38305,0,0.73,68,28410.18
11/01/2023,Pickup,43908,1,0.35,57,30777.88
12/01/2023,Crossover,45054,1,0.86,21,38963.64
13/01/2023,Hatchback,23851,0,0.77,13,19767.91
14/01/2023,Crossover,32069,1,0.59,25,23270.79
15/01/2023,Hatchback,28565,0,0.25,60,18733.6
16/01/2023,Van,45114,0,0.77,78,41677.55
17/01/2023,Van,54325,0,0.05,65,31053.93
18/01/2023,Crossover,39085,0,0.7,81,23250.87
19/01/2023,Hatchback,24196,0,0.2,41,19862.7
20/01/2023,Pickup,85894,1,0.57,33,81349.3
21/01/2023,SUV,44131,0,0.33,38,25111.91
22/01/2023,Pickup,58377,0,0.39,19,37667.76
23/01/2023,Pickup,70490,1,0.65,14,63432.39
24/01/2023,SUV,40359,0,0.1,40,27691.28
25/01/2023,Pickup,49785,0,0.58,42,36792.68
26/01/2023,Pickup,62102,0,0.32,29,40081.42
27/01/2023,Van,36600,0,0.6,29,31026.17
28/01/2023,Sedan,27325,0,0.37,36,17052.46
29/01/2023,Coupe,59235,0,0.4,47,46536.66
30/01/2023,Coupe,71346,0,0.75,76,62455.14
31/01/2023,Convertible,64356,1,0.49,58,54949.69
01/02/2023,Van,39340,1,0.27,35,30104.26
02/02/2023,Pickup,49962,0,0.68,60,35326.92
03/02/2023,Sedan,34123,0,0.26,42,20222.62
04/02/2023,Truck,52124,1,0.51,55,47584.18
05/02/2023,Pickup,82720,0,0.49,51,47360.87
06/02/2023,Van,40062,0,0.6,50,23463.63
07/02/2023,Coupe,76078,1,0.48,73,60600.38
08/02/2023,Crossover,27631,0,0.58,19,19178.25
09/02/2023,Van,53272,1,0.32,76,44493.94
10/02/2023,Sedan,31500,0,0.31,44,20141.42
11/02/2023,Convertible,71891,0,0.82,16,48109.73
12/02/2023,Wagon,52323,0,0.43,84,34992.19
13/02/2023,Crossover,30072,0,0.38,43,19224.22
14/02/2023,SUV,39223,0,0.23,15,26996.27
15/02/2023,Hatchback,33717,0,0.42,39,25062.12
16/02/2023,Convertible,69554,0,0.54,17,53564.44
17/02/2023,Truck,48391,0,0.38,40,34735.9
18/02/2023,Pickup,78267,0,0.89,56,65046.95
19/02/2023,Van,50513,0,0.11,76,30334.64
20/02/2023,Hatchback,30734,0,0.62,39,19953.59
21/02/2023,Hatchback,29903,0,0.17,49,20896.85
22/02/2023,Coupe,59704,1,0.88,58,48082.36
23/02/2023,Sedan,27416,0,0.66,65,21428.8
24/02/2023,Van,53711,1,0.84,58,43802.68
25/02/2023,SUV,45651,0,0.49,55,30303.3
26/02/2023,SUV,48519,0,0.33,27,27782.67
27/02/2023,Coupe,68130,0,0.8,17,59362.24
28/02/2023,Coupe,73335,0,0.57,28,55995.2
01/03/2023,MISC_VEHICLE,21708,0,0.52,74,16433.35
02/03/2023,Hatchback,20487,0,0.31,53,14593.53
03/03/2023,Convertible,45934,0,0.81,82,40639.36
04/03/2023,MISC_VEHICLE,30830,0,0.75,75,22896.51
05/03/2023,SUV,49315,0,0.59,57,35782.49
06/03/2023,Convertible,61823,0,0.36,72,45602.32
07/03/2023,Coupe,71226,0,0.34,67,49638.48
08/03/2023,Truck,55817,0,0.52,14,34167.88
09/03/2023,Wagon,39421,0,0.29,59,31862.98
10/03/2023,Van,34187,0,0.2,45,22480.58
11/03/2023,Van,53843,0,0.1,26,39256.18
12/03/2023,???,32633,1,0.78,49,23694.39
13/03/2023,SUV,37253,0,0.63,71,33467.45
14/03/2023,Crossover,43513,0,0.23,37,24513.02
15/03/2023,Pickup,61516,0,0.74,42,49329.17
16/03/2023,Coupe,63315,0,0.21,59,42591.36
17/03/2023,Hatchback,33070,0,0.69,36,26655.85
18/03/2023,Crossover,28962,0,0.3,16,21909.41
19/03/2023,Hatchback,25488,0,0.58,64,19641.86
20/03/2023,Crossover,44946,0,0.72,68,32129.77
21/03/2023,Van,45725,1,0.7,41,37138.32
22/03/2023,Sedan,27969,0,0.37,43,20876.1
23/03/2023,Truck,56746,0,0.52,46,42871.97
24/03/2023,Wagon,41056,1,0.6,36,31235.15
25/03/2023,Pickup,47145,0,0.62,63,37203.43
26/03/2023,Van,41803,1,0.48,21,35982.26
27/03/2023,???,31689,1,0.36,54,22923.45
28/03/2023,Convertible,66287,1,0.12,45,53806.71
29/03/2023,Truck,60982,0,0.16,37,40744.21
30/03/2023,Pickup,88571,0,0.92,29,62574.16
31/03/2023,SUV,40246,0,0.39,54,25722.6
01/04/2023,Hatchback,22365,0,0.74,79,16535.5
